sentence,target,label,implicit,source
by far the best salad i have had in a fast food restaurant.,fast food,2,1,restaurants
"as for the bar, this is another bad idea.",bar,1,0,restaurants
"their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagel,2,1,restaurants
"unlike hh up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,0,0,restaurants
the barebecued salmon is elegantly spiced and not at all dry.,barebecued salmon,0,0,restaurants
"same owner as the guy who owns typhoon, which is just down the street on st. marks and 1st ave.",owner,2,1,restaurants
what generous portions!,portions,0,0,restaurants
the workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,2,1,restaurants
the workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,2,1,restaurants
the workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,2,1,restaurants
the wine the service was very good too.,wine,0,0,restaurants
the wine the service was very good too.,service,0,0,restaurants
"so, the menu is written in chalk above your head and it all sounds delicious.",menu,2,0,restaurants
the highly spiced chai tea was great too.,chai tea,0,0,restaurants
"i have been there many times, and food is good and consistent.",food,0,0,restaurants
"seriously, this is the best all you can eat in town- as everyone says, the spicy tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,0,0,restaurants
"while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.",food,1,0,restaurants
"while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.",ambiance,0,0,restaurants
"while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.",decor,0,0,restaurants
i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine.,atmosphere,0,0,restaurants
the meat dishes were only so-so.,meat dishes,2,0,restaurants
"his wife tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,0,0,restaurants
"his wife tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,0,0,restaurants
"the menu consisted of standard brassiere food, better then places like balthazar etc.",menu,0,1,restaurants
"the menu consisted of standard brassiere food, better then places like balthazar etc.",brassiere food,0,0,restaurants
"i have been a longtime fan of holy basil in the east village, and while i do believe their food has slightly slipped in quality, i have been hesitant to be disloyal.",food,1,1,restaurants
"i have been a longtime fan of holy basil in the east village, and while i do believe their food has slightly slipped in quality, i have been hesitant to be disloyal.",quality,1,0,restaurants
"but the best part about ls is the late night atmosphere, delightfully free of the bts.",atmosphere,0,0,restaurants
we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,Manager,0,1,restaurants
the staff there is very attentive and down to earth.,staff,0,0,restaurants
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,1,0,restaurants
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,0,0,restaurants
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,0,0,restaurants
"the service is always bad though, don't expect much of anything from your server, and i would not recommend bringing a date here either.",service,1,0,restaurants
"the service is always bad though, don't expect much of anything from your server, and i would not recommend bringing a date here either.",server,1,1,restaurants
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,0,1,restaurants
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,0,1,restaurants
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,0,1,restaurants
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,2,1,restaurants
it took them 15 minutes to put water in our glasses.,water,2,1,restaurants
the service is descent even when this small place is packed.,service,0,0,restaurants
the service is descent even when this small place is packed.,place,1,0,restaurants
this is the best sushi in new york city - hands down.,sushi,0,0,restaurants
i have eaten a lot of pizza here.,pizza,2,1,restaurants
great value for the quality ingredients.,ingredients,0,0,restaurants
"the thali was small, thoroughly unremarkable, and $14.95.",Thali,1,0,restaurants
the sushi is also great!,sushi,0,0,restaurants
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,chef app,0,0,restaurants
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,0,0,restaurants
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,buttery and tender langostine entree,0,0,restaurants
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,dessert,2,1,restaurants
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,0,0,restaurants
